1.931624e+14 5.477583e+04 2.130496e+08 1.254315e+04 4.798966e+19 6.750683e+15 4.597331e+18 2.139991e+22 6.180734e+19 6.683576e+13 1.784062e+14 1.637390e+13 1.450103e+16 2.772621e+12 1.108256e+17 9.379347e+12 4.538712e+13 8.811857e+06 7.289861e+12
1.830115e+14 4.784549e+04 2.350093e+08 1.255536e+04 4.696170e+19 6.639524e+15 4.801497e+18 2.126448e+22 5.662160e+19 6.360549e+13 1.784504e+14 1.687190e+13 1.512661e+16 2.883232e+12 1.241541e+17 9.821541e+12 4.773013e+13 8.849085e+06 7.503966e+12
1.886090e+14 4.760293e+04 2.297225e+08 1.132866e+04 4.651918e+19 5.991773e+15 4.836509e+18 2.093776e+22 6.204595e+19 6.113905e+13 1.727291e+14 1.963306e+13 1.457527e+16 3.287860e+12 1.207766e+17 1.018936e+13 4.812137e+13 9.466035e+06 6.842042e+12
2.047049e+14 4.682111e+04 2.089200e+08 1.200958e+04 4.138010e+19 6.286893e+15 4.377044e+18 2.449041e+22 6.777323e+19 6.381561e+13 1.625442e+14 1.974185e+13 1.305406e+16 2.734033e+12 1.123425e+17 1.043317e+13 5.204710e+13 8.900096e+06 6.651168e+12
1.725307e+14 4.795213e+04 2.019777e+08 1.115973e+04 4.311558e+19 5.985963e+15 5.123026e+18 2.444742e+22 6.040474e+19 6.572954e+13 1.756834e+14 1.705374e+13 1.419463e+16 2.742159e+12 1.308488e+17 9.973783e+12 5.041103e+13 1.043174e+07 6.719213e+12
1.770061e+14 5.566282e+04 2.105063e+08 1.326041e+04 4.617905e+19 5.967955e+15 5.134847e+18 2.283892e+22 5.967126e+19 6.840755e+13 1.811551e+14 1.759510e+13 1.447728e+16 2.889017e+12 1.139943e+17 9.619180e+12 5.080367e+13 1.019485e+07 7.499654e+12
1.980397e+14 5.396670e+04 1.946457e+08 1.348307e+04 4.823348e+19 5.768074e+15 4.810445e+18 2.343623e+22 6.546926e+19 6.304145e+13 1.732359e+14 1.827874e+13 1.421835e+16 3.069736e+12 1.321943e+17 1.015488e+13 4.699923e+13 9.588507e+06 6.962178e+12
2.039802e+14 4.746692e+04 2.053048e+08 1.121746e+04 4.348786e+19 5.841577e+15 4.608186e+18 2.168493e+22 6.483867e+19 6.817100e+13 1.853054e+14 1.727403e+13 1.407747e+16 3.316499e+12 1.221880e+17 9.883416e+12 4.669365e+13 9.011900e+06 7.228588e+12
1.775859e+14 5.401284e+04 2.287726e+08 1.326074e+04 4.381009e+19 5.603815e+15 4.585014e+18 2.057241e+22 5.939324e+19 6.232364e+13 1.851057e+14 1.795738e+13 1.450178e+16 3.317556e+12 1.125860e+17 9.719356e+12 4.969454e+13 8.852695e+06 7.428020e+12
1.943761e+14 4.850459e+04 1.950590e+08 1.248918e+04 4.899582e+19 6.171697e+15 4.435257e+18 2.223647e+22 6.335401e+19 6.839010e+13 1.577343e+14 1.881010e+13 1.434101e+16 3.317843e+12 1.174798e+17 9.642664e+12 5.023441e+13 1.046502e+07 6.654173e+12
