   1.9129320e+14   5.7244770e+19   1.2232310e+17   5.0310290e+13
   1.8108560e+14   5.6915870e+19   1.0857750e+17   4.6656860e+13
   1.8213470e+14   6.1425870e+19   1.1707530e+17   4.8678560e+13
   1.8752940e+14   6.2197260e+19   1.0919280e+17   5.0555240e+13
   1.8680120e+14   6.7352600e+19   1.1123980e+17   4.5100860e+13
   2.1051880e+14   6.2734000e+19   1.1248960e+17   4.5796790e+13
   1.8798400e+14   6.2029030e+19   1.1218170e+17   4.4670600e+13
   2.0191350e+14   6.6910720e+19   1.2942390e+17   4.4833460e+13
   2.0147860e+14   6.6873630e+19   1.2995910e+17   5.2432250e+13
   1.8422340e+14   5.8639790e+19   1.1383900e+17   5.2744810e+13
   1.8562250e+14   6.3953690e+19   1.1797050e+17   4.4754250e+13
   1.8582260e+14   6.7429170e+19   1.1950670e+17   4.5268140e+13
   1.7792140e+14   5.8330710e+19   1.2813880e+17   4.4347840e+13
   2.0960310e+14   6.4365650e+19   1.1519990e+17   4.4168670e+13
   2.0717150e+14   6.5374360e+19   1.1235880e+17   5.0787140e+13
   1.9379640e+14   6.7089510e+19   1.1919380e+17   4.5407840e+13
   1.8436050e+14   6.6064940e+19   1.2987440e+17   4.7835380e+13
   2.0636810e+14   6.0731880e+19   1.2248230e+17   4.4189860e+13
   1.9818610e+14   5.5597130e+19   1.1809920e+17   4.6575680e+13
   1.8732860e+14   5.5960240e+19   1.1793180e+17   5.2907460e+13
   1.9177520e+14   5.5701590e+19   1.1559600e+17   5.2058620e+13
   1.9242320e+14   6.2797150e+19   1.1582180e+17   5.1721770e+13
   2.0789240e+14   6.0256130e+19   1.1815870e+17   4.7084300e+13
   1.9423360e+14   5.6946870e+19   1.2352150e+17   5.0133640e+13
   1.9794730e+14   6.6197360e+19   1.2729830e+17   4.3737930e+13
   1.7435150e+14   6.5669250e+19   1.0907030e+17   4.8212780e+13
   1.8487630e+14   6.4630650e+19   1.2583840e+17   4.4477930e+13
   1.7451020e+14   6.5899850e+19   1.2675260e+17   5.0452770e+13
   1.7923740e+14   6.0484870e+19   1.1405600e+17   4.7590950e+13
   2.0781320e+14   6.4767970e+19   1.3186120e+17   4.6532150e+13
   2.0827600e+14   6.2435830e+19   1.2440710e+17   5.0624480e+13
   1.9969980e+14   6.3097350e+19   1.2964210e+17   4.5916460e+13
   2.0041190e+14   5.9208570e+19   1.1402300e+17   4.8056500e+13
   1.9003490e+14   6.2963360e+19   1.0942280e+17   4.3443240e+13
   2.0801990e+14   6.0782850e+19   1.2524220e+17   4.3430810e+13
   1.8791590e+14   6.2175640e+19   1.3119260e+17   4.8852230e+13
   1.9851680e+14   6.1536250e+19   1.0872900e+17   4.6782660e+13
   1.9724180e+14   6.1698660e+19   1.3013190e+17   4.6995640e+13
   1.9528270e+14   6.6851450e+19   1.2568770e+17   4.6899540e+13
   1.8085410e+14   5.8773900e+19   1.3114790e+17   4.6359040e+13
   1.9848430e+14   5.6143270e+19   1.1474620e+17   4.5027450e+13
   2.0597960e+14   6.1239620e+19   1.1228110e+17   5.2818760e+13
   2.0286430e+14   6.0567420e+19   1.1593530e+17   5.0851670e+13
   1.8889570e+14   6.1540120e+19   1.1484480e+17   5.2751580e+13
   2.0750470e+14   5.6400160e+19   1.1997410e+17   4.8445460e+13
   2.0229420e+14   6.2713220e+19   1.1132240e+17   4.5678700e+13
   2.0014620e+14   6.7709850e+19   1.2592590e+17   4.8056740e+13
   1.7713190e+14   5.8110150e+19   1.1155340e+17   4.9060300e+13
   2.0744460e+14   5.8150720e+19   1.2189840e+17   4.8204650e+13
   1.8719930e+14   6.7390410e+19   1.2100140e+17   4.7522060e+13
   1.8364580e+14   6.4253810e+19   1.1379390e+17   4.5798180e+13
   1.9597080e+14   6.2847230e+19   1.1964450e+17   4.3933620e+13
   1.9026850e+14   6.0229720e+19   1.1935240e+17   4.9582100e+13
   1.8212950e+14   6.3412060e+19   1.2755700e+17   4.5804410e+13
   2.0448350e+14   6.1729970e+19   1.0862680e+17   4.5226140e+13
   1.7919110e+14   5.6638050e+19   1.2531610e+17   4.8303120e+13
   1.8104850e+14   5.9197140e+19   1.1421390e+17   4.7050200e+13
   1.9762330e+14   6.5749300e+19   1.2405910e+17   5.2219080e+13
   1.9070020e+14   5.7695130e+19   1.2348020e+17   4.3883450e+13
   1.7516300e+14   6.6691400e+19   1.0955000e+17   4.7019480e+13
